Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2304	54.3	Gesichtszellen speicher nur bestimmte Aspekt vom Gesichtsraum	1	1.0
2317	54.3	gesichtszelle erfasst eine bestimmte Aspekt in der Gesicht	1	0.8078721596043731
2691	54.3	Gesichtszellen erkennen nur eine bestimmte aspelte der Gesichtsraum	1	0.7922927890704227
2535	54.3	Gesichtszellen bilden einen bestimmten Aspekt ab	1	0.785188702296859
2303	54.3	Gesichtszellen fassen nur ein Detail vom Gesicht	1	0.7751431173562321
2310	54.3	Gesichtszellen nur eine bestimmte räumliche Information auf Gesichts speichern	1	0.7715176444684642
2736	54.3	Gesicht Zellen -> bestimmt räumlich Aktion speichern	0	0.756585400028023
2748	54.3	Gesichtzelle ist nur mit ein Aspekt besetzt	0	0.7532552870324739
2298	54.3	Gesichtszellen geben räumliche Information über das Gesicht	0	0.749317678866667
2488	54.3	Gesichtszelle bestimmte Gehirn	0	0.741712204007286
2443	54.3	jede Gesichtszelle bestimmt einen Gesichtsraum	0	0.7410959199982722
2543	54.3	Gesichtszellen tragen nur bestimmte Informationen bei	0	0.7379710687028392
2790	54.3	Gesichtzellen hat nur ein bestimmit Raum für ein Gesicht	0	0.7353205715643348
2362	54.3	gesichtzellen verfasst fur jedes gesicht bestimmten kode	0	0.7353205715643348
2399	54.3	jede Gesichtzelle dekodiert ein beschtimmtes Gesicht	0	0.7343631778058008
2690	54.3	Die Geschitszellen sind verantwortlich für bestimmte Aspekte.	0	0.7331147540983607
2438	54.3	Gesichtszellen kodieren bestimmte räumliche Informationen  Es werden einzelne Aspekte erfasst	1	0.7279820948779173
2794	54.3	Gesichtzelle erkennt nur räumliche Infos von Gesichte	0	0.722467192733847
2750	54.3	Verschiedene gesichtszellen nur bestimmte Aspekten haben	0	0.7208278179411466
2326	54.3	Die Gesichtszellen haben nur ein Aspekt des Gesichts gespeichert	1	0.7207841128254581
2336	54.3	eine Computer Algorithmus macht eigentlich diese Forschungsergebniss	0	0.7116950605378763
2720	54.3	Gesichte zum Affen präsentieren  Nervpunkten bleiben gleich	0	0.7087216987883841
2740	54.3	Nerven impulse, räumliche info, beste aspekte von des gesichts	0	0.7078595980962454
2722	54.3	Die Zellen stehen eine bestimmte raumliche Gesicht	0	0.707685855890202
2505	54.3	Die Gesichtszellen bilden nur bestimmte Information ab, statt jedes Gesicht zu speichern.	1	0.7072057014342272
2316	54.3	Gesichteszellen kodieren eine bestimmte raumliche Funktion.	1	0.7069052997813402
2723	54.3	jede Zelle erkennt bestimmte Aspekte von dem Gesicht	1	0.6971516643647792
2689	54.3	Gesichtsseele ist nur ein kleiner Teil von dem Kopf	0	0.6966838101360763
2439	54.3	Jede Gesichtszelle erfasst nur ein Aspekt aus dem Erkennungsgesicht	1	0.6952141267566483
2518	54.3	bestimmte zelle sind für annerkennung eins Gesichts verntwortlilch	0	0.6921050586155973
2319	54.3	Gesichtszellen bleiben gleich, wenn ein Gesicht zweimal gesehen ist	0	0.6892131033737147
2778	54.3	nur einige Aspekt des Gesichts in Gesichtszellen speichert werden	0	0.6890044836766148
2454	54.3	jedes Gesicht erkennt eine bestimmte Aspekte	0	0.6885115172431825
2523	54.3	Die Gesichtszellen bilden eine bestimmte räumliche Information ab	1	0.6829157300290586
2747	54.3	Gesichtszellen, Zellen bleiben gleich jede Zelle sieht eine Aspekte	0	0.6800563356746853
2328	54.3	Nervenimpulse gleich bleiben  jede Gesichtszelle eine bestimmte Funktion hat	0	0.6791889559965488
2795	54.3	eine Gesicht wird in einen bestimmt Zellen speichert, nicht	0	0.6784186684853538
2725	54.3	Afenbilder von Geschichter präsentiert   raumliche bestimte iIformation einbilden	0	0.6781075514601712
2478	54.3	Die Gesichtszeilen verschiedener	0	0.6764344262295082
2311	54.3	bestimmte Information einer Gesichts speichern	0	0.6759950482049742
2368	54.3	jeder Zelle ist für eine bestimmte Aufgabe verantwortlich.	0	0.6758975639896407
2696	54.3	Das Gesicht kann als räumliche Information entschlüsselt werden.	0	0.672869231936855
2499	54.3	eine bestimmte Aspekt wurde bearbeitet und gezeigt	0	0.6696959506795572
2462	54.3	Nervenimpulse bestimmen die Gesichtszellen, die eine bestimmte räumliche Information abbilden	0	0.66826088932791
2354	54.3	Gesichts zellen erfassen	0	0.6681983772147707
2692	54.3	eine bestimmte Aspekte ist wichtig	0	0.6668688628280504
2787	54.3	eine Gesichtzelle-nur ein Gesicht erkenne	0	0.6653301642306041
2447	54.3	Einige Bilder zeigen Nerven von Pulse  bestimmte Aspekte	0	0.6632132861141257
2524	54.3	Nur die Räumliche Informationen jedes Gesichtes sind gespeichert.	0	0.6618560552986782
2770	54.3	nerveninpulsen bleiben gleich,gesichtsaspekten haben nur 1 aspekt	0	0.6618560552986782
2449	54.3	eine Zelle erfasst nur einen Aspekt	0	0.660759823054905
2656	54.3	nervenimpulsen von gestellte verschiedene gesichte bleiben manchmal gleich	0	0.6600316745067355
2295	54.3	Gesichtzellen erfasst  Anblick von verschiedenen Gesichts gleich bleiben  nur ein Aspekt fassen, für amdere blind bleiben	1	0.6581222056631892
2363	54.3	Die Gesichtszelle können nur eine bestimmte Infos abbilden.	0	0.6572725227907222
2327	54.3	nur ein bestimmtes Aspekt wird ausgerufen	0	0.656762057081929
2464	54.3	Die Gesichtszellen bilden bestimmte Aspekte ab, nicht ein Gesicht einzeln - sie arbeiten also vernetzt	1	0.656737740633594
2479	54.3	bleiben Gleich   aspekt im gesicht	0	0.6561161746560072
2437	54.3	es gibt eine jeweilige räumlich Information für jedes Gesicht	0	0.6559918668191638
2741	54.3	Die nervenimpulsen bleiben gleich  Ein bestimmte Gesicht zu rol	0	0.65505957309236
2433	54.3	Nervenimpulse bleiben gleich  Wahrnemung nur einer bestimmten askpekt	0	0.6547477627306565
2487	54.3	Gleich und in bestimmt häumlichen Ort abbilden	0	0.6544038285306996
2648	54.3	einige Räumlichkeiten im Gesicht gespeichert	0	0.6536599938239283
2441	54.3	Nervenimpulse sind gleich geblieben  räumliche informationen	0	0.6533177205308353
2780	54.3	welche Gesichtszelle funkzionieren bei den Affen wen sie Gesicht anschauen	0	0.6529394759251752
2452	54.3	jede Gesichtszelle enthält ihre eigene Information	0	0.6526019335855402
2732	54.3	Eine Gesichtszelle kann nur eine bestimmte Raum der Gesicht abbilden, jede Zellen machen anders	1	0.651683027550317
2313	54.3	die Nervenimpulse blieben gleich  Gesichtszellen nur raumliche	0	0.6512387224973158
2776	54.3	Die Gesichten ähnelt sie sich gleich	0	0.6499843312376363
2763	54.3	Affen, gleiche aktivität  bestimmte räumliche information	0	0.6497254064122053
2291	54.3	Die Nervenimpulse bleiben gleich. Einen bestimmten Aspekt wird von den Gesichtszellen gespeichert, nicht alles, was wir sehen.	1	0.649403563553693
2334	54.3	Nervenimpulse entsehen in den Gesichtszellen	0	0.64925046024371
2477	54.3	jede gesichtzelle erkennt eine	0	0.6489141095698473
2509	54.3	Nervenimpulse blieben gleich, eine bestimmt Zelle fasst eine bestimmte Funktion	0	0.6466321990819436
2292	54.3	die Gesichtszellen segen nicht nur ganze Gesichte, sondern bilden räumliche Informationen ab	0	0.6464776692335286
2460	54.3	Nerfenpulse bilden eine bestimmte Folge ab, beim sehen	0	0.6439725604235239
2727	54.3	Für Affen ist verschiedene Gesicht gleich	0	0.6405397436984802
2401	54.3	die Nerven der Affen haben gleiche Impulse ,wenn sie unterschiedliche Gesichte sehen	0	0.6402712724434035
2797	54.3	Zwei Seiten von Gesichtszelle sind unterschiedlich.	0	0.6402268126117286
2659	54.3	Impulse bei Anblick von Gesichtern bleiben gleich.   Jede Zelle verarbeitet nur ein Aspekt	1	0.6397172347992021
2777	54.3	eine bestimmt Aspekte	0	0.6385636221701795
2297	54.3	Nervezellen bilden eine bestimmte räumliche Situation im Gehirn und kein konkretes Bild.	0	0.6370390928353458
2453	54.3	nur ein Aspekt im Gesichtsraum wird erkannt	1	0.6356327510035656
2682	54.3	eine bestimmte Aspekte	0	0.6353700943864878
2765	54.3	Gehirn vion Primat und Aktivität von Primat ist am Computer, Gesichtszelle hat nur einige Eigeschaften	0	0.6348976749169614
2440	54.3	einige nerven im Gehirn reagieren mit Gesicht	0	0.6337226329511768
2384	54.3	Nervenimpulse entstehen in den Gesichtszellen	0	0.6337226329511768
2506	54.3	einen bistimmte Aspekte , Nerven	0	0.6329670717919728
2484	54.3	die nerven von gezichtzellen fur verschiedene gesichte waren besonders	0	0.6317791498119366
2761	54.3	es gibt mehr verbundenen Gehirnregionen die arbeizusammen	0	0.6316268814111782
2394	54.3	nervenzelle vom gesicht der unterschiedlicher personen gleich sind	0	0.6304389684107564
2762	54.3	ein bestimmte aspekt für jede Informacion die sie nimmt	0	0.6289655699491764
2451	54.3	Studie über Affen: In der Gesischsstelle nur einige bestimmte Aspekte ergreifen werden	0	0.6288971491506756
2457	54.3	die Aktivitäten in dem Gehirn eines Affes und man sieht das nur bestimmten Angaben des Gesichts anerkannt werden.	0	0.6283496063365716
2314	54.3	Bilder zeigen, die Nervenimpulse verursachen	0	0.6278369171811794
2448	54.3	Welche Teilen im Gerhin für das Gesichtzellen die Verantworfung tragen	0	0.6257810939854402
2729	54.3	Eine Zelle ist nur für ein Aspekt der Anerkennung eines Gesichtes zuständig	1	0.6253866534194404
2534	54.3	Nervenimpulse bleiben gleich beim Einblick von verschiedenen Gesichten  Jede Gesichtszelle ist fur ein Aspekt des Erkennens zuständig	1	0.6249332347261597
2497	54.3	Forscher haben Aktivität von Privaten dargestellt.  von unterschiedlichen Gesichten sind  nur bestimmte Merkmale bemerkt	0	0.6240943128921271
2749	54.3	Strahlungen an alle Gesichter von Gehirn waren gleich	0	0.6240793840546393
2371	54.3	die Gesichtszellen sind gleich	0	0.6232730839288216
2520	54.3	leute zellen sind starker als afen	0	0.622123409169375
2515	54.3	Bei den Affen belieb gleich bei verschidene Gesichte	0	0.6219349866890851
2697	54.3	Die Nervenimpulse bleiben gleich, wenn es um die bekennten Gesichten geht, jede Gesichtszelle nutyt nur ein bestimmtes Raum	0	0.6219281679361798
2798	54.3	man kann seine Gehirn besser durch Vertrieb machen	0	0.621906496660595
2380	54.3	Affen ,nerven untersichiedlich zu Menschen aber auch gleich	0	0.6214879251833961
2707	54.3	wie die Affen die Gesichte unterschieden	0	0.6212806275339328
2792	54.3	Elfe kann die unterschiedliche Gesichte erkennen und auswendig lenren.	0	0.6199843871975019
2434	54.3	Die nervenimpulse bleiben gleich gesichttszelle eine raumliche info -- fur andere fnktionen blind	1	0.6198179119543711
2446	54.3	Nerven nur bestimmten Information über Gesichte abbilden, sonst bleiben sie gleich	0	0.6195174104271335
2467	54.3	Bestimmte Aspekte, Interessante Din	0	0.6185684675226789
2349	54.3	Blieben gleich gesichtszellen gesichtsabbilden	0	0.6184436711249004
2347	54.3	Die Tieren und Menschen gleich gedachtnis s	0	0.6179600041590129
2743	54.3	wie die affen die gesicht auf dem compiuter sehen und	0	0.617580850259477
2337	54.3	Bildern von gesichte printiert und fassen die Folge zusammen	0	0.6158014571948999
2376	54.3	die Zelle bei veschiedenen Gesichter gleiben gleich.	0	0.6156158049600672
2406	54.3	bilde in gesicht   sehr untershiedlichen gesichten bleiben gleich	0	0.6153741067675493
2329	54.3	Das Gehirn entwicklent einen bestimmten räumlichen Raum für die Information , die es bekommt	0	0.6153638219364724
2396	54.3	Chematiche  Nerven Impulse von Ansehen um zu kodieren  Jeder zelle ist verantwortlich für jeder Einheit	0	0.6150363414504748
2781	54.3	millione gesichte unterscheiden	0	0.613954087513051
2527	54.3	räumliceh inforamtion zu abbilden aber sehr unterc	0	0.6126472374013358
2745	54.3	Die Gesichtszellen können bestimmte Informationen reagieren. Für andere Aspekt gibt es andere Funktionen .	0	0.6104567481183628
2712	54.3	einen bestimten aspekte von jede gesicht konnen si zellen speichern   gibt es andere aspekte wo si zellen glich	1	0.6100408605326638
2658	54.3	nicht alle Informationen werden gut erkannen.	0	0.6083788706739526
2685	54.3	bestimmte Aspekt	0	0.6082650273224044
2486	54.3	bestimmte Asspekt haben Sie	0	0.6079993928354583
2706	54.3	die Nervenimpulse bestimte Gesichtszelle blieben gleich  nur bestimte Informationen wurden empfangen  nutzt einen bestimmte Aspekt - für andere Funktionen blind	0	0.6072014051522249
2507	54.3	Beim Erkennen von Gesichten sind sie blind für andere Funktionnen	0	0.607040773434216
2721	54.3	Die gleiche Nerven reagieren an alle Gesichte	0	0.6065904951150852
2503	54.3	die nerven impulsen der einzelnen gesichtzellen blieben gleich, jede gesichtzelle erfasst einen gesicht erkenneung	0	0.6060895407918704
2400	54.3	Die Nerven nehmen die bestimmet Aspekte von einem Gesicht wahr und sind blind zur Wahrnehmung der anderen Aspekte	1	0.6056015907015643
2322	54.3	Die Resultate mit Afen und Menschen sind sehr ähnlich.	0	0.6041287188828173
2375	54.3	Die Nerveimpulse und auch die verschiedene Gesichter  bleiben gleich	0	0.6038858966217434
2737	54.3	eine bestimmte akt	0	0.6037894210507518
2769	54.3	Tiere könnte sich erinerin von n	0	0.6033697632058287
2709	54.3	Experiment  Gesichts	0	0.6020643594414087
2379	54.3	zwei dinge in Affe kopf eintragen damit sie die signale von gesicht verstehen zu können	0	0.6012740230469338
2768	54.3	Bestimmt Informationen und Aspekt gilt	0	0.6010004519495459
2746	54.3	wenn die Affee das bild sieht,ist die Aktion der Gesichtzelle gleich	0	0.6008724212677925
2321	54.3	Affen werden presentiert die Aktivitat in ihrer Gesichtszellen. Die Gesichtszellen können nict kodieren, jede Gesichtszelle erfastt nur eine Tätigkeit.	0	0.599472450411545
2374	54.3	gleichszeitige Aktivität	0	0.5957842009395072
2436	54.3	besetzt bestimme Zelle	0	0.5956532538499751
2458	54.3	die Gesichtszellen sind nur für die eigene Zelle ständig, für andere Funktion blind.	0	0.5945875618006765
2532	54.3	bestimte aspeckt	0	0.5944672131147541
2502	54.3	der HIntergrund eine aktuellen studie	0	0.5942594549151926
2799	54.3	Naiven kann sich manschenliche Gesicht unterscheiden.	0	0.5923349977169958
2751	54.3	gleiche regionen wird in unterschiedlichen Gesichte aktiviert   jede Nerve hat eine aspekte von gesicht wahrgenommen	1	0.5922376299304345
2752	54.3	jede Gesicht hat andere Merkmal	0	0.5920958928256654
2388	54.3	nur eine raümlcihe Information speichern	1	0.591712204007286
2542	54.3	Wenn verschidene Gesichten anzuschauen, die Gesichtszellen des Affen gleich blieben	0	0.5913864100216065
2435	54.3	jede Gesichtszelle erkennt nur einen Teil, für andere Teile blind	1	0.5901275802915147
2742	54.3	Milliarden von Gesichtszellen wurden herausgefunden.	0	0.5900155774794155
2713	54.3	erfassen nur eine	0	0.5891077742572439
2294	54.3	Die Tiere speichern wenige Information	0	0.589095690044784
2300	54.3	Nervenimpulse blieben gleich	0	0.5878983810202626
2385	54.3	Die Experiment mit Apfen	0	0.5870673952641167
2775	54.3	Es gibt nur eine bestimmte Information für jede Cell	0	0.5870443763886387
2331	54.3	Es gibt miliarden areale, die bei Der Annehmung hilft	0	0.585903337518119
2785	54.3	die Affen funktioniert ähnlich wie Menschen, und die Funktionsverlauf im Affen kann ins Computer anwenden und nutzen	0	0.5854349088419992
2647	54.3	Affen in der Forschung, Nerven blieben gleich für unterschiedliche Gesichte, Nerven für Gesichtbereiche nicht Gesichte	1	0.5853883023061962
2456	54.3	nervenimpulse bei Zellen singleich	0	0.5850863721323379
2359	54.3	die Zellen blieben gleich und nur verändern sich bie besonderen einzelhiten	0	0.5830292840128907
2538	54.3	hintergrund	0	0.5811668598553844
2536	54.3	- Die Affen wurden untersucht, -   - die reaktionen blieben gleich,	0	0.5809155259079924
2525	54.3	Die Nerven, die man benutzt, waren gleich.	0	0.5798074421025241
2726	54.3	Affen erkenne Gesichte besser.	0	0.5783697632058288
2766	54.3	Die Nerven bleiben gleich	0	0.5759562841530054
2738	54.3	Den Affen wurden ein paar Bilder -Gesichte- gezeigt, der Teil des Gehirns bleibt gleich, obwohl verschiedene Bilder gezeigt wurden	0	0.5728720050441362
2728	54.3	nervenimpullse blieben gleich	0	0.5639639196795044
2318	54.3	Die zellen bei verschiedene Gesichter bleiben gleich. Eigentlich die verschiedene Zellen nehmen Information über die verschiedene Gesichtaspekte eines Mensches.	1	0.563683970856102
2445	54.3	Erkännung nur bestimmte Gesichtszügen	0	0.5636237330226401
2771	54.3	in Gehirn zuständig ist	0	0.5629339246588
2773	54.3	Aktivität in Gehirn bleib gleich in Affen	0	0.5592191694750671
2309	54.3	entwicklung,wie das affen gesehen hatte	0	0.5566064172621549
2395	54.3	bei eingen Testen sind die Zellen aktiv, bei anderen - blind	0	0.5505578324225865
2482	54.3	blieben gleich	0	0.5457325006505335
2735	54.3	nur bestimmte Information	0	0.5426229508196722
2774	54.3	erfasst,umsetzt,	0	0.5377959927140256
2461	54.3	nur eine Funktion ist wichtig, bei den anderen Funktionen bleiben die Zellen blind	0	0.5375072193344884
